instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
19400194,75782,NIFTYNXT5026SEP74800PE,"NIFTYNXT50",0,2026-09-29,74800,0.05,25,PE,NFO-OPT,NFO
19400450,75783,NIFTYNXT5026SEP74900CE,"NIFTYNXT50",0,2026-09-29,74900,0.05,25,CE,NFO-OPT,NFO
19400706,75784,NIFTYNXT5026SEP74900PE,"NIFTYNXT50",0,2026-09-29,74900,0.05,25,PE,NFO-OPT,NFO
19400962,75785,NIFTYNXT5026SEP75000CE,"NIFTYNXT50",0,2026-09-29,75000,0.05,25,CE,NFO-OPT,NFO
19401474,75787,NIFTYNXT5026SEP75000PE,"NIFTYNXT50",0,2026-09-29,75000,0.05,25,PE,NFO-OPT,NFO
19401730,75788,NIFTYNXT5026SEP75100CE,"NIFTYNXT50",0,2026-09-29,75100,0.05,25,CE,NFO-OPT,NFO
19401986,75789,NIFTYNXT5026SEP75100PE,"NIFTYNXT50",0,2026-09-29,75100,0.05,25,PE,NFO-OPT,NFO
19402242,75790,NIFTYNXT5026SEP75200CE,"NIFTYNXT50",0,2026-09-29,75200,0.05,25,CE,NFO-OPT,NFO
19402498,75791,NIFTYNXT5026SEP75200PE,"NIFTYNXT50",0,2026-09-29,75200,0.05,25,PE,NFO-OPT,NFO
19402754,75792,NIFTYNXT5026SEP75300CE,"NIFTYNXT50",0,2026-09-29,75300,0.05,25,CE,NFO-OPT,NFO
19406338,75806,NIFTYNXT5026SEP75300PE,"NIFTYNXT50",0,2026-09-29,75300,0.05,25,PE,NFO-OPT,NFO
19406594,75807,NIFTYNXT5026SEP75400CE,"NIFTYNXT50",0,2026-09-29,75400,0.05,25,CE,NFO-OPT,NFO
19406850,75808,NIFTYNXT5026SEP75400PE,"NIFTYNXT50",0,2026-09-29,75400,0.05,25,PE,NFO-OPT,NFO
19408898,75816,NIFTYNXT5026SEP75500CE,"NIFTYNXT50",0,2026-09-29,75500,0.05,25,CE,NFO-OPT,NFO
19409154,75817,NIFTYNXT5026SEP75500PE,"NIFTYNXT50",0,2026-09-29,75500,0.05,25,PE,NFO-OPT,NFO
19409922,75820,NIFTYNXT5026SEP75600CE,"NIFTYNXT50",0,2026-09-29,75600,0.05,25,CE,NFO-OPT,NFO
19411458,75826,NIFTYNXT5026SEP75600PE,"NIFTYNXT50",0,2026-09-29,75600,0.05,25,PE,NFO-OPT,NFO
19411714,75827,NIFTYNXT5026SEP75700CE,"NIFTYNXT50",0,2026-09-29,75700,0.05,25,CE,NFO-OPT,NFO
19414018,75836,NIFTYNXT5026SEP75700PE,"NIFTYNXT50",0,2026-09-29,75700,0.05,25,PE,NFO-OPT,NFO
19414274,75837,NIFTYNXT5026SEP75800CE,"NIFTYNXT50",0,2026-09-29,75800,0.05,25,CE,NFO-OPT,NFO
19416578,75846,NIFTYNXT5026SEP75800PE,"NIFTYNXT50",0,2026-09-29,75800,0.05,25,PE,NFO-OPT,NFO
19417858,75851,NIFTYNXT5026SEP75900CE,"NIFTYNXT50",0,2026-09-29,75900,0.05,25,CE,NFO-OPT,NFO
19418114,75852,NIFTYNXT5026SEP75900PE,"NIFTYNXT50",0,2026-09-29,75900,0.05,25,PE,NFO-OPT,NFO
19418882,75855,NIFTYNXT5026SEP76000CE,"NIFTYNXT50",0,2026-09-29,76000,0.05,25,CE,NFO-OPT,NFO
19419138,75856,NIFTYNXT5026SEP76000PE,"NIFTYNXT50",0,2026-09-29,76000,0.05,25,PE,NFO-OPT,NFO
19419394,75857,NIFTYNXT5026SEP76100CE,"NIFTYNXT50",0,2026-09-29,76100,0.05,25,CE,NFO-OPT,NFO
19419650,75858,NIFTYNXT5026SEP76100PE,"NIFTYNXT50",0,2026-09-29,76100,0.05,25,PE,NFO-OPT,NFO
19421442,75865,NIFTYNXT5026SEP76500CE,"NIFTYNXT50",0,2026-09-29,76500,0.05,25,CE,NFO-OPT,NFO
19421698,75866,NIFTYNXT5026SEP76500PE,"NIFTYNXT50",0,2026-09-29,76500,0.05,25,PE,NFO-OPT,NFO
19424002,75875,NIFTYNXT5026SEP77000CE,"NIFTYNXT50",0,2026-09-29,77000,0.05,25,CE,NFO-OPT,NFO
19424258,75876,NIFTYNXT5026SEP77000PE,"NIFTYNXT50",0,2026-09-29,77000,0.05,25,PE,NFO-OPT,NFO
19444482,75955,NIFTYNXT5026SEP77500CE,"NIFTYNXT50",0,2026-09-29,77500,0.05,25,CE,NFO-OPT,NFO
19444738,75956,NIFTYNXT5026SEP77500PE,"NIFTYNXT50",0,2026-09-29,77500,0.05,25,PE,NFO-OPT,NFO
19454210,75993,NIFTYNXT5026SEP78000CE,"NIFTYNXT50",0,2026-09-29,78000,0.05,25,CE,NFO-OPT,NFO
19454466,75994,NIFTYNXT5026SEP78000PE,"NIFTYNXT50",0,2026-09-29,78000,0.05,25,PE,NFO-OPT,NFO
19469570,76053,NIFTYNXT5026SEP78500CE,"NIFTYNXT50",0,2026-09-29,78500,0.05,25,CE,NFO-OPT,NFO
19469826,76054,NIFTYNXT5026SEP78500PE,"NIFTYNXT50",0,2026-09-29,78500,0.05,25,PE,NFO-OPT,NFO
19472130,76063,NIFTYNXT5026SEP79000CE,"NIFTYNXT50",0,2026-09-29,79000,0.05,25,CE,NFO-OPT,NFO
19472386,76064,NIFTYNXT5026SEP79000PE,"NIFTYNXT50",0,2026-09-29,79000,0.05,25,PE,NFO-OPT,NFO
19474690,76073,NIFTYNXT5026SEP79500CE,"NIFTYNXT50",0,2026-09-29,79500,0.05,25,CE,NFO-OPT,NFO
19474946,76074,NIFTYNXT5026SEP79500PE,"NIFTYNXT50",0,2026-09-29,79500,0.05,25,PE,NFO-OPT,NFO
19492610,76143,NIFTYNXT5026SEP80000CE,"NIFTYNXT50",0,2026-09-29,80000,0.05,25,CE,NFO-OPT,NFO
19493122,76145,NIFTYNXT5026SEP80000PE,"NIFTYNXT50",0,2026-09-29,80000,0.05,25,PE,NFO-OPT,NFO
19499778,76171,NIFTYNXT5026SEP80500CE,"NIFTYNXT50",0,2026-09-29,80500,0.05,25,CE,NFO-OPT,NFO
19500034,76172,NIFTYNXT5026SEP80500PE,"NIFTYNXT50",0,2026-09-29,80500,0.05,25,PE,NFO-OPT,NFO
19502338,76181,NIFTYNXT5026SEP81000CE,"NIFTYNXT50",0,2026-09-29,81000,0.05,25,CE,NFO-OPT,NFO
19502594,76182,NIFTYNXT5026SEP81000PE,"NIFTYNXT50",0,2026-09-29,81000,0.05,25,PE,NFO-OPT,NFO
19571970,76453,NIFTYNXT5026SEP81500CE,"NIFTYNXT50",0,2026-09-29,81500,0.05,25,CE,NFO-OPT,NFO
19572738,76456,NIFTYNXT5026SEP81500PE,"NIFTYNXT50",0,2026-09-29,81500,0.05,25,PE,NFO-OPT,NFO
19575810,76468,NIFTYNXT5026SEP82000CE,"NIFTYNXT50",0,2026-09-29,82000,0.05,25,CE,NFO-OPT,NFO
19576066,76469,NIFTYNXT5026SEP82000PE,"NIFTYNXT50",0,2026-09-29,82000,0.05,25,PE,NFO-OPT,NFO
33038594,129057,NMDC26JUL85CE,"NMDC",0,2026-07-28,85,0.01,6750,CE,NFO-OPT,NFO
33038850,129058,NMDC26JUL85PE,"NMDC",0,2026-07-28,85,0.01,6750,PE,NFO-OPT,NFO
32201986,125789,NMDC26JUL86CE,"NMDC",0,2026-07-28,86,0.01,6750,CE,NFO-OPT,NFO
32202242,125790,NMDC26JUL86PE,"NMDC",0,2026-07-28,86,0.01,6750,PE,NFO-OPT,NFO
32201474,125787,NMDC26JUL84CE,"NMDC",0,2026-07-28,84,0.01,6750,CE,NFO-OPT,NFO
32201730,125788,NMDC26JUL84PE,"NMDC",0,2026-07-28,84,0.01,6750,PE,NFO-OPT,NFO
33039106,129059,NMDC26JUL87CE,"NMDC",0,2026-07-28,87,0.01,6750,CE,NFO-OPT,NFO
33039362,129060,NMDC26JUL87PE,"NMDC",0,2026-07-28,87,0.01,6750,PE,NFO-OPT,NFO
33038082,129055,NMDC26JUL83CE,"NMDC",0,2026-07-28,83,0.01,6750,CE,NFO-OPT,NFO
33038338,129056,NMDC26JUL83PE,"NMDC",0,2026-07-28,83,0.01,6750,PE,NFO-OPT,NFO
32202498,125791,NMDC26JUL88CE,"NMDC",0,2026-07-28,88,0.01,6750,CE,NFO-OPT,NFO
32202754,125792,NMDC26JUL88PE,"NMDC",0,2026-07-28,88,0.01,6750,PE,NFO-OPT,NFO
32200962,125785,NMDC26JUL82CE,"NMDC",0,2026-07-28,82,0.01,6750,CE,NFO-OPT,NFO
32201218,125786,NMDC26JUL82PE,"NMDC",0,2026-07-28,82,0.01,6750,PE,NFO-OPT,NFO
33039618,129061,NMDC26JUL89CE,"NMDC",0,2026-07-28,89,0.01,6750,CE,NFO-OPT,NFO
33039874,129062,NMDC26JUL89PE,"NMDC",0,2026-07-28,89,0.01,6750,PE,NFO-OPT,NFO
33037570,129053,NMDC26JUL81CE,"NMDC",0,2026-07-28,81,0.01,6750,CE,NFO-OPT,NFO
33037826,129054,NMDC26JUL81PE,"NMDC",0,2026-07-28,81,0.01,6750,PE,NFO-OPT,NFO
32203010,125793,NMDC26JUL90CE,"NMDC",0,2026-07-28,90,0.01,6750,CE,NFO-OPT,NFO
32203266,125794,NMDC26JUL90PE,"NMDC",0,2026-07-28,90,0.01,6750,PE,NFO-OPT,NFO
32197378,125771,NMDC26JUL80CE,"NMDC",0,2026-07-28,80,0.01,6750,CE,NFO-OPT,NFO
32197634,125772,NMDC26JUL80PE,"NMDC",0,2026-07-28,80,0.01,6750,PE,NFO-OPT,NFO
33040130,129063,NMDC26JUL91CE,"NMDC",0,2026-07-28,91,0.01,6750,CE,NFO-OPT,NFO
33040386,129064,NMDC26JUL91PE,"NMDC",0,2026-07-28,91,0.01,6750,PE,NFO-OPT,NFO
33037058,129051,NMDC26JUL79CE,"NMDC",0,2026-07-28,79,0.01,6750,CE,NFO-OPT,NFO
33037314,129052,NMDC26JUL79PE,"NMDC",0,2026-07-28,79,0.01,6750,PE,NFO-OPT,NFO
32203522,125795,NMDC26JUL92CE,"NMDC",0,2026-07-28,92,0.01,6750,CE,NFO-OPT,NFO
32204034,125797,NMDC26JUL92PE,"NMDC",0,2026-07-28,92,0.01,6750,PE,NFO-OPT,NFO
32196866,125769,NMDC26JUL78CE,"NMDC",0,2026-07-28,78,0.01,6750,CE,NFO-OPT,NFO
32197122,125770,NMDC26JUL78PE,"NMDC",0,2026-07-28,78,0.01,6750,PE,NFO-OPT,NFO
33040898,129066,NMDC26JUL93PE,"NMDC",0,2026-07-28,93,0.01,6750,PE,NFO-OPT,NFO
32230914,125902,NMDC26JUL110CE,"NMDC",0,2026-07-28,110,0.01,6750,CE,NFO-OPT,NFO
32231170,125903,NMDC26JUL110PE,"NMDC",0,2026-07-28,110,0.01,6750,PE,NFO-OPT,NFO
33055490,129123,NMDC26JUL109CE,"NMDC",0,2026-07-28,109,0.01,6750,CE,NFO-OPT,NFO
32222466,125869,NMDC26JUL108CE,"NMDC",0,2026-07-28,108,0.01,6750,CE,NFO-OPT,NFO
33054978,129121,NMDC26JUL107CE,"NMDC",0,2026-07-28,107,0.01,6750,CE,NFO-OPT,NFO
32221954,125867,NMDC26JUL106CE,"NMDC",0,2026-07-28,106,0.01,6750,CE,NFO-OPT,NFO
32222210,125868,NMDC26JUL106PE,"NMDC",0,2026-07-28,106,0.01,6750,PE,NFO-OPT,NFO
33053186,129114,NMDC26JUL105CE,"NMDC",0,2026-07-28,105,0.01,6750,CE,NFO-OPT,NFO
33054722,129120,NMDC26JUL105PE,"NMDC",0,2026-07-28,105,0.01,6750,PE,NFO-OPT,NFO
32220930,125863,NMDC26JUL104CE,"NMDC",0,2026-07-28,104,0.01,6750,CE,NFO-OPT,NFO
32221698,125866,NMDC26JUL104PE,"NMDC",0,2026-07-28,104,0.01,6750,PE,NFO-OPT,NFO
33049602,129100,NMDC26JUL103CE,"NMDC",0,2026-07-28,103,0.01,6750,CE,NFO-OPT,NFO
33050626,129104,NMDC26JUL103PE,"NMDC",0,2026-07-28,103,0.01,6750,PE,NFO-OPT,NFO
32220418,125861,NMDC26JUL102CE,"NMDC",0,2026-07-28,102,0.01,6750,CE,NFO-OPT,NFO
33046786,129089,NMDC26JUL101CE,"NMDC",0,2026-07-28,101,0.01,6750,CE,NFO-OPT,NFO
33047042,129090,NMDC26JUL101PE,"NMDC",0,2026-07-28,101,0.01,6750,PE,NFO-OPT,NFO
32219906,125859,NMDC26JUL100CE,"NMDC",0,2026-07-28,100,0.01,6750,CE,NFO-OPT,NFO
32220162,125860,NMDC26JUL100PE,"NMDC",0,2026-07-28,100,0.01,6750,PE,NFO-OPT,NFO
33044994,129082,NMDC26JUL99CE,"NMDC",0,2026-07-28,99,0.01,6750,CE,NFO-OPT,NFO
33045250,129083,NMDC26JUL99PE,"NMDC",0,2026-07-28,99,0.01,6750,PE,NFO-OPT,NFO
32218882,125855,NMDC26JUL98CE,"NMDC",0,2026-07-28,98,0.01,6750,CE,NFO-OPT,NFO
32219138,125856,NMDC26JUL98PE,"NMDC",0,2026-07-28,98,0.01,6750,PE,NFO-OPT,NFO
33041666,129069,NMDC26JUL97CE,"NMDC",0,2026-07-28,97,0.01,6750,CE,NFO-OPT,NFO
32211202,125825,NMDC26JUL96CE,"NMDC",0,2026-07-28,96,0.01,6750,CE,NFO-OPT,NFO
32212226,125829,NMDC26JUL96PE,"NMDC",0,2026-07-28,96,0.01,6750,PE,NFO-OPT,NFO
33041154,129067,NMDC26JUL95CE,"NMDC",0,2026-07-28,95,0.01,6750,CE,NFO-OPT,NFO
33041410,129068,NMDC26JUL95PE,"NMDC",0,2026-07-28,95,0.01,6750,PE,NFO-OPT,NFO
32204290,125798,NMDC26JUL94CE,"NMDC",0,2026-07-28,94,0.01,6750,CE,NFO-OPT,NFO
32204546,125799,NMDC26JUL94PE,"NMDC",0,2026-07-28,94,0.01,6750,PE,NFO-OPT,NFO
33040642,129065,NMDC26JUL93CE,"NMDC",0,2026-07-28,93,0.01,6750,CE,NFO-OPT,NFO
33036290,129048,NMDC26JUL77CE,"NMDC",0,2026-07-28,77,0.01,6750,CE,NFO-OPT,NFO
33036802,129050,NMDC26JUL77PE,"NMDC",0,2026-07-28,77,0.01,6750,PE,NFO-OPT,NFO
32196354,125767,NMDC26JUL76CE,"NMDC",0,2026-07-28,76,0.01,6750,CE,NFO-OPT,NFO
32196610,125768,NMDC26JUL76PE,"NMDC",0,2026-07-28,76,0.01,6750,PE,NFO-OPT,NFO
33035522,129045,NMDC26JUL75CE,"NMDC",0,2026-07-28,75,0.01,6750,CE,NFO-OPT,NFO
33035778,129046,NMDC26JUL75PE,"NMDC",0,2026-07-28,75,0.01,6750,PE,NFO-OPT,NFO
32195842,125765,NMDC26JUL74CE,"NMDC",0,2026-07-28,74,0.01,6750,CE,NFO-OPT,NFO
32196098,125766,NMDC26JUL74PE,"NMDC",0,2026-07-28,74,0.01,6750,PE,NFO-OPT,NFO
32195330,125763,NMDC26JUL72CE,"NMDC",0,2026-07-28,72,0.01,6750,CE,NFO-OPT,NFO
32195586,125764,NMDC26JUL72PE,"NMDC",0,2026-07-28,72,0.01,6750,PE,NFO-OPT,NFO
32193282,125755,NMDC26JUL70CE,"NMDC",0,2026-07-28,70,0.01,6750,CE,NFO-OPT,NFO
32195074,125762,NMDC26JUL70PE,"NMDC",0,2026-07-28,70,0.01,6750,PE,NFO-OPT,NFO
33835010,132168,NMDC26AUG85CE,"NMDC",0,2026-08-25,85,0.01,6750,CE,NFO-OPT,NFO
33835266,132169,NMDC26AUG85PE,"NMDC",0,2026-08-25,85,0.01,6750,PE,NFO-OPT,NFO
33071362,129185,NMDC26AUG86CE,"NMDC",0,2026-08-25,86,0.01,6750,CE,NFO-OPT,NFO
33071618,129186,NMDC26AUG86PE,"NMDC",0,2026-08-25,86,0.01,6750,PE,NFO-OPT,NFO
33070850,129183,NMDC26AUG84CE,"NMDC",0,2026-08-25,84,0.01,6750,CE,NFO-OPT,NFO
33071106,129184,NMDC26AUG84PE,"NMDC",0,2026-08-25,84,0.01,6750,PE,NFO-OPT,NFO
33835522,132170,NMDC26AUG87CE,"NMDC",0,2026-08-25,87,0.01,6750,CE,NFO-OPT,NFO
33835778,132171,NMDC26AUG87PE,"NMDC",0,2026-08-25,87,0.01,6750,PE,NFO-OPT,NFO
33834498,132166,NMDC26AUG83CE,"NMDC",0,2026-08-25,83,0.01,6750,CE,NFO-OPT,NFO
33834754,132167,NMDC26AUG83PE,"NMDC",0,2026-08-25,83,0.01,6750,PE,NFO-OPT,NFO
33071874,129187,NMDC26AUG88CE,"NMDC",0,2026-08-25,88,0.01,6750,CE,NFO-OPT,NFO
33072130,129188,NMDC26AUG88PE,"NMDC",0,2026-08-25,88,0.01,6750,PE,NFO-OPT,NFO
33070338,129181,NMDC26AUG82CE,"NMDC",0,2026-08-25,82,0.01,6750,CE,NFO-OPT,NFO
33070594,129182,NMDC26AUG82PE,"NMDC",0,2026-08-25,82,0.01,6750,PE,NFO-OPT,NFO
33836034,132172,NMDC26AUG89CE,"NMDC",0,2026-08-25,89,0.01,6750,CE,NFO-OPT,NFO
33836290,132173,NMDC26AUG89PE,"NMDC",0,2026-08-25,89,0.01,6750,PE,NFO-OPT,NFO
33833986,132164,NMDC26AUG81CE,"NMDC",0,2026-08-25,81,0.01,6750,CE,NFO-OPT,NFO
33834242,132165,NMDC26AUG81PE,"NMDC",0,2026-08-25,81,0.01,6750,PE,NFO-OPT,NFO
33074434,129197,NMDC26AUG90CE,"NMDC",0,2026-08-25,90,0.01,6750,CE,NFO-OPT,NFO
33074946,129199,NMDC26AUG90PE,"NMDC",0,2026-08-25,90,0.01,6750,PE,NFO-OPT,NFO
33069826,129179,NMDC26AUG80CE,"NMDC",0,2026-08-25,80,0.01,6750,CE,NFO-OPT,NFO
33070082,129180,NMDC26AUG80PE,"NMDC",0,2026-08-25,80,0.01,6750,PE,NFO-OPT,NFO
33836546,132174,NMDC26AUG91CE,"NMDC",0,2026-08-25,91,0.01,6750,CE,NFO-OPT,NFO
33836802,132175,NMDC26AUG91PE,"NMDC",0,2026-08-25,91,0.01,6750,PE,NFO-OPT,NFO
33833474,132162,NMDC26AUG79CE,"NMDC",0,2026-08-25,79,0.01,6750,CE,NFO-OPT,NFO
33833730,132163,NMDC26AUG79PE,"NMDC",0,2026-08-25,79,0.01,6750,PE,NFO-OPT,NFO
33075202,129200,NMDC26AUG92CE,"NMDC",0,2026-08-25,92,0.01,6750,CE,NFO-OPT,NFO
33082114,129227,NMDC26AUG92PE,"NMDC",0,2026-08-25,92,0.01,6750,PE,NFO-OPT,NFO
33065986,129164,NMDC26AUG78CE,"NMDC",0,2026-08-25,78,0.01,6750,CE,NFO-OPT,NFO
33066242,129165,NMDC26AUG78PE,"NMDC",0,2026-08-25,78,0.01,6750,PE,NFO-OPT,NFO
33837314,132177,NMDC26AUG93PE,"NMDC",0,2026-08-25,93,0.01,6750,PE,NFO-OPT,NFO
33084418,129236,NMDC26AUG100CE,"NMDC",0,2026-08-25,100,0.01,6750,CE,NFO-OPT,NFO
33083394,129232,NMDC26AUG98CE,"NMDC",0,2026-08-25,98,0.01,6750,CE,NFO-OPT,NFO
33084162,129235,NMDC26AUG98PE,"NMDC",0,2026-08-25,98,0.01,6750,PE,NFO-OPT,NFO
33082882,129230,NMDC26AUG96CE,"NMDC",0,2026-08-25,96,0.01,6750,CE,NFO-OPT,NFO
33083138,129231,NMDC26AUG96PE,"NMDC",0,2026-08-25,96,0.01,6750,PE,NFO-OPT,NFO
33082370,129228,NMDC26AUG94CE,"NMDC",0,2026-08-25,94,0.01,6750,CE,NFO-OPT,NFO
33082626,129229,NMDC26AUG94PE,"NMDC",0,2026-08-25,94,0.01,6750,PE,NFO-OPT,NFO
33837058,132176,NMDC26AUG93CE,"NMDC",0,2026-08-25,93,0.01,6750,CE,NFO-OPT,NFO
33832962,132160,NMDC26AUG77CE,"NMDC",0,2026-08-25,77,0.01,6750,CE,NFO-OPT,NFO
33833218,132161,NMDC26AUG77PE,"NMDC",0,2026-08-25,77,0.01,6750,PE,NFO-OPT,NFO
33064450,129158,NMDC26AUG76CE,"NMDC",0,2026-08-25,76,0.01,6750,CE,NFO-OPT,NFO
33064706,129159,NMDC26AUG76PE,"NMDC",0,2026-08-25,76,0.01,6750,PE,NFO-OPT,NFO
33832450,132158,NMDC26AUG75CE,"NMDC",0,2026-08-25,75,0.01,6750,CE,NFO-OPT,NFO
33832706,132159,NMDC26AUG75PE,"NMDC",0,2026-08-25,75,0.01,6750,PE,NFO-OPT,NFO
33063938,129156,NMDC26AUG74CE,"NMDC",0,2026-08-25,74,0.01,6750,CE,NFO-OPT,NFO
33064194,129157,NMDC26AUG74PE,"NMDC",0,2026-08-25,74,0.01,6750,PE,NFO-OPT,NFO
33063426,129154,NMDC26AUG72CE,"NMDC",0,2026-08-25,72,0.01,6750,CE,NFO-OPT,NFO
33063682,129155,NMDC26AUG72PE,"NMDC",0,2026-08-25,72,0.01,6750,PE,NFO-OPT,NFO
33062914,129152,NMDC26AUG70CE,"NMDC",0,2026-08-25,70,0.01,6750,CE,NFO-OPT,NFO
33063170,129153,NMDC26AUG70PE,"NMDC",0,2026-08-25,70,0.01,6750,PE,NFO-OPT,NFO
33860610,132268,NMDC26SEP72CE,"NMDC",0,2026-09-29,72,0.01,6750,CE,NFO-OPT,NFO
33863170,132278,NMDC26SEP72PE,"NMDC",0,2026-09-29,72,0.01,6750,PE,NFO-OPT,NFO
33863938,132281,NMDC26SEP76CE,"NMDC",0,2026-09-29,76,0.01,6750,CE,NFO-OPT,NFO
33864194,132282,NMDC26SEP76PE,"NMDC",0,2026-09-29,76,0.01,6750,PE,NFO-OPT,NFO
33864962,132285,NMDC26SEP78CE,"NMDC",0,2026-09-29,78,0.01,6750,CE,NFO-OPT,NFO
33865218,132286,NMDC26SEP78PE,"NMDC",0,2026-09-29,78,0.01,6750,PE,NFO-OPT,NFO
33865474,132287,NMDC26SEP80CE,"NMDC",0,2026-09-29,80,0.01,6750,CE,NFO-OPT,NFO
33865730,132288,NMDC26SEP80PE,"NMDC",0,2026-09-29,80,0.01,6750,PE,NFO-OPT,NFO
33865986,132289,NMDC26SEP82CE,"NMDC",0,2026-09-29,82,0.01,6750,CE,NFO-OPT,NFO
33866242,132290,NMDC26SEP82PE,"NMDC",0,2026-09-29,82,0.01,6750,PE,NFO-OPT,NFO
33866498,132291,NMDC26SEP84CE,"NMDC",0,2026-09-29,84,0.01,6750,CE,NFO-OPT,NFO
33866754,132292,NMDC26SEP84PE,"NMDC",0,2026-09-29,84,0.01,6750,PE,NFO-OPT,NFO
33867010,132293,NMDC26SEP86CE,"NMDC",0,2026-09-29,86,0.01,6750,CE,NFO-OPT,NFO
33867266,132294,NMDC26SEP86PE,"NMDC",0,2026-09-29,86,0.01,6750,PE,NFO-OPT,NFO
33867522,132295,NMDC26SEP88CE,"NMDC",0,2026-09-29,88,0.01,6750,CE,NFO-OPT,NFO
33867778,132296,NMDC26SEP88PE,"NMDC",0,2026-09-29,88,0.01,6750,PE,NFO-OPT,NFO
33868034,132297,NMDC26SEP90CE,"NMDC",0,2026-09-29,90,0.01,6750,CE,NFO-OPT,NFO
33868290,132298,NMDC26SEP90PE,"NMDC",0,2026-09-29,90,0.01,6750,PE,NFO-OPT,NFO
33868546,132299,NMDC26SEP92CE,"NMDC",0,2026-09-29,92,0.01,6750,CE,NFO-OPT,NFO
33872130,132313,NMDC26SEP92PE,"NMDC",0,2026-09-29,92,0.01,6750,PE,NFO-OPT,NFO
33872898,132316,NMDC26SEP96CE,"NMDC",0,2026-09-29,96,0.01,6750,CE,NFO-OPT,NFO
33878274,132337,NMDC26SEP96PE,"NMDC",0,2026-09-29,96,0.01,6750,PE,NFO-OPT,NFO
32285186,126114,NTPC26JUL360CE,"NTPC",0,2026-07-28,360,0.05,1500,CE,NFO-OPT,NFO
32285442,126115,NTPC26JUL360PE,"NTPC",0,2026-07-28,360,0.05,1500,PE,NFO-OPT,NFO
33117698,129366,NTPC26JUL357.5CE,"NTPC",0,2026-07-28,357.5,0.05,1500,CE,NFO-OPT,NFO
33117954,129367,NTPC26JUL357.5PE,"NTPC",0,2026-07-28,357.5,0.05,1500,PE,NFO-OPT,NFO
33118210,129368,NTPC26JUL362.5CE,"NTPC",0,2026-07-28,362.5,0.05,1500,CE,NFO-OPT,NFO
33118466,129369,NTPC26JUL362.5PE,"NTPC",0,2026-07-28,362.5,0.05,1500,PE,NFO-OPT,NFO
32284674,126112,NTPC26JUL355CE,"NTPC",0,2026-07-28,355,0.05,1500,CE,NFO-OPT,NFO
32284930,126113,NTPC26JUL355PE,"NTPC",0,2026-07-28,355,0.05,1500,PE,NFO-OPT,NFO
32285698,126116,NTPC26JUL365CE,"NTPC",0,2026-07-28,365,0.05,1500,CE,NFO-OPT,NFO
32285954,126117,NTPC26JUL365PE,"NTPC",0,2026-07-28,365,0.05,1500,PE,NFO-OPT,NFO
33117186,129364,NTPC26JUL352.5CE,"NTPC",0,2026-07-28,352.5,0.05,1500,CE,NFO-OPT,NFO
33117442,129365,NTPC26JUL352.5PE,"NTPC",0,2026-07-28,352.5,0.05,1500,PE,NFO-OPT,NFO
33118722,129370,NTPC26JUL367.5CE,"NTPC",0,2026-07-28,367.5,0.05,1500,CE,NFO-OPT,NFO
33119746,129374,NTPC26JUL367.5PE,"NTPC",0,2026-07-28,367.5,0.05,1500,PE,NFO-OPT,NFO
32284162,126110,NTPC26JUL350CE,"NTPC",0,2026-07-28,350,0.05,1500,CE,NFO-OPT,NFO
32284418,126111,NTPC26JUL350PE,"NTPC",0,2026-07-28,350,0.05,1500,PE,NFO-OPT,NFO
32286210,126118,NTPC26JUL370CE,"NTPC",0,2026-07-28,370,0.05,1500,CE,NFO-OPT,NFO
32286466,126119,NTPC26JUL370PE,"NTPC",0,2026-07-28,370,0.05,1500,PE,NFO-OPT,NFO
33116674,129362,NTPC26JUL347.5CE,"NTPC",0,2026-07-28,347.5,0.05,1500,CE,NFO-OPT,NFO
33116930,129363,NTPC26JUL347.5PE,"NTPC",0,2026-07-28,347.5,0.05,1500,PE,NFO-OPT,NFO
33120002,129375,NTPC26JUL372.5CE,"NTPC",0,2026-07-28,372.5,0.05,1500,CE,NFO-OPT,NFO
33123586,129389,NTPC26JUL372.5PE,"NTPC",0,2026-07-28,372.5,0.05,1500,PE,NFO-OPT,NFO
32283650,126108,NTPC26JUL345CE,"NTPC",0,2026-07-28,345,0.05,1500,CE,NFO-OPT,NFO
32283906,126109,NTPC26JUL345PE,"NTPC",0,2026-07-28,345,0.05,1500,PE,NFO-OPT,NFO
32286722,126120,NTPC26JUL375CE,"NTPC",0,2026-07-28,375,0.05,1500,CE,NFO-OPT,NFO
32286978,126121,NTPC26JUL375PE,"NTPC",0,2026-07-28,375,0.05,1500,PE,NFO-OPT,NFO
33116418,129361,NTPC26JUL342.5PE,"NTPC",0,2026-07-28,342.5,0.05,1500,PE,NFO-OPT,NFO
33123842,129390,NTPC26JUL377.5CE,"NTPC",0,2026-07-28,377.5,0.05,1500,CE,NFO-OPT,NFO
33124098,129391,NTPC26JUL377.5PE,"NTPC",0,2026-07-28,377.5,0.05,1500,PE,NFO-OPT,NFO
32283138,126106,NTPC26JUL340CE,"NTPC",0,2026-07-28,340,0.05,1500,CE,NFO-OPT,NFO
32287746,126124,NTPC26JUL380PE,"NTPC",0,2026-07-28,380,0.05,1500,PE,NFO-OPT,NFO
32306178,126196,NTPC26JUL460CE,"NTPC",0,2026-07-28,460,0.05,1500,CE,NFO-OPT,NFO
